op_carrier_fl_num,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,origin_state_nm,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,origin,carrier_delay,dest,weather_delay,nas_delay,security_delay,late_aircraft_delay
635,"Chicago, IL","Fort Lauderdale, FL",,2024,12,29,7,2024/12/29,AA,Illinois,Florida,1213,1300,47,25,1325,1707,9,1623,1716,53,0,0,190,196,162,1182,ORD,0,FLL,0,30,0,23
597,"Chicago, IL","San Francisco, CA",,2024,8,13,2,2024/8/13,AS,Illinois,California,1820,1831,11,39,1910,2130,12,2100,2142,42,0,0,280,311,260,1846,ORD,0,SFO,0,31,0,11
5353,"Pensacola, FL","Charlotte, NC",,2024,12,9,1,2024/12/9,OH,Florida,North Carolina,726,724,-2,11,735,955,13,1011,1008,-3,0,0,105,104,80,488,PNS,0,CLT,0,0,0,0
1401,"Austin, TX","San Francisco, CA",,2024,11,24,7,2024/11/24,UA,Texas,California,1948,1943,-5,12,1955,2127,8,2149,2135,-14,0,0,241,232,212,1504,AUS,0,SFO,0,0,0,0
400,"New Orleans, LA","Boston, MA",,2024,3,1,5,2024/3/1,B6,Louisiana,Massachusetts,1115,1108,-7,10,1118,1511,7,1530,1518,-12,0,0,195,190,173,1368,MSY,0,BOS,0,0,0,0
855,"Atlanta, GA","Boston, MA",,2024,2,10,6,2024/2/10,DL,Georgia,Massachusetts,2059,2050,-9,23,2113,2308,5,2331,2313,-18,0,0,152,143,115,946,ATL,0,BOS,0,0,0,0
1396,"Minneapolis, MN","Chicago, IL",,2024,1,4,4,2024/1/4,WN,Minnesota,Illinois,1720,1741,21,19,1800,1904,4,1855,1908,13,0,0,95,87,64,349,MSP,0,MDW,0,0,0,0
2990,"El Paso, TX","Houston, TX",,2024,8,4,7,2024/8/4,WN,Texas,Texas,1655,1701,6,10,1711,1944,7,1950,1951,1,0,0,115,110,93,677,ELP,0,HOU,0,0,0,0
2483,"Chicago, IL","Houston, TX",,2024,8,30,5,2024/8/30,UA,Illinois,Texas,1035,1104,29,23,1127,1344,4,1326,1348,22,0,0,171,164,137,925,ORD,22,IAH,0,0,0,0
854,"Dallas/Fort Worth, TX","New York, NY",,2024,10,17,4,2024/10/17,DL,Texas,New York,1217,1212,-5,14,1226,1638,28,1659,1706,7,0,0,222,234,192,1391,DFW,0,JFK,0,0,0,0
2310,"New York, NY","Nantucket, MA",,2024,7,13,6,2024/7/13,B6,New York,Massachusetts,1155,1152,-3,15,1207,1251,7,1309,1258,-11,0,0,74,66,44,202,LGA,0,ACK,0,0,0,0
2300,"Phoenix, AZ","Philadelphia, PA",,2024,12,3,2,2024/12/3,AA,Arizona,Pennsylvania,942,941,-1,21,1002,1611,3,1612,1614,2,0,0,270,273,249,2075,PHX,0,PHL,0,0,0,0
5418,"Birmingham, AL","Charlotte, NC",,2024,5,24,5,2024/5/24,OH,Alabama,North Carolina,1307,1300,-7,20,1320,1519,10,1542,1529,-13,0,0,95,89,59,350,BHM,0,CLT,0,0,0,0
3825,"Salt Lake City, UT","Pocatello, ID",,2024,12,24,2,2024/12/24,OO,Utah,Idaho,1515,1513,-2,17,1530,1600,5,1615,1605,-10,0,0,60,52,30,150,SLC,0,PIH,0,0,0,0
1363,"Atlanta, GA","Pittsburgh, PA",,2024,10,12,6,2024/10/12,DL,Georgia,Pennsylvania,1021,1014,-7,17,1031,1142,7,1200,1149,-11,0,0,99,95,71,526,ATL,0,PIT,0,0,0,0
5852,"Nantucket, MA","New York, NY",,2024,8,23,5,2024/8/23,YX,Massachusetts,New York,1141,1132,-9,11,1143,1228,8,1259,1236,-23,0,0,78,64,45,202,ACK,0,LGA,0,0,0,0
3667,"Houston, TX","Columbus, OH",,2024,11,19,2,2024/11/19,WN,Texas,Ohio,1520,1529,9,20,1549,1844,6,1845,1850,5,0,0,145,141,115,1000,HOU,0,CMH,0,0,0,0
2309,"Dallas/Fort Worth, TX","Pittsburgh, PA",,2024,2,25,7,2024/2/25,AA,Texas,Pennsylvania,710,702,-8,11,713,1024,5,1049,1029,-20,0,0,159,147,131,1067,DFW,0,PIT,0,0,0,0
5903,"Austin, TX","Dallas, TX",,2024,3,29,5,2024/3/29,WN,Texas,Texas,1615,1608,-7,12,1620,1659,6,1720,1705,-15,0,0,65,57,39,189,AUS,0,DAL,0,0,0,0
2304,"Newark, NJ","Los Angeles, CA",,2024,1,7,7,2024/1/7,UA,New Jersey,California,1200,1158,-2,15,1213,1437,6,1518,1443,-35,0,0,378,345,324,2454,EWR,0,LAX,0,0,0,0
5287,"New York, NY","Burlington, VT",,2024,12,7,6,2024/12/7,9E,New York,Vermont,1050,1058,8,22,1120,1213,7,1216,1220,4,0,0,86,82,53,266,JFK,0,BTV,0,0,0,0
3415,"Albany, NY","Chicago, IL",,2024,4,11,4,2024/4/11,YX,New York,Illinois,1652,1643,-9,12,1655,1741,26,1831,1807,-24,0,0,159,144,106,723,ALB,0,ORD,0,0,0,0
2847,"Las Vegas, NV","Chicago, IL",,2024,1,16,2,2024/1/16,AA,Nevada,Illinois,1201,1155,-6,12,1207,1718,22,1744,1740,-4,0,0,223,225,191,1514,LAS,0,ORD,0,0,0,0
3933,"Ontario, CA","Salt Lake City, UT",,2024,9,4,3,2024/9/4,OO,California,Utah,1700,1655,-5,11,1706,1930,8,1945,1938,-7,0,0,105,103,84,558,ONT,0,SLC,0,0,0,0
4003,"Minneapolis, MN","Green Bay, WI",,2024,10,31,4,2024/10/31,OO,Minnesota,Wisconsin,1945,1950,5,26,2016,2058,6,2057,2104,7,0,0,72,74,42,252,MSP,0,GRB,0,0,0,0
1237,"Islip, NY","Orlando, FL",,2024,7,1,1,2024/7/1,F9,New York,Florida,1646,1804,78,11,1815,2028,8,1951,2036,45,0,0,185,152,133,971,ISP,0,MCO,0,0,0,45
1520,"Orlando, FL","Denver, CO",,2024,10,8,2,2024/10/8,UA,Florida,Colorado,1245,1309,24,12,1321,1440,8,1439,1448,9,0,0,234,219,199,1546,MCO,0,DEN,0,0,0,0
1589,"Atlanta, GA","Miami, FL",,2024,4,18,4,2024/4/18,DL,Georgia,Florida,2300,2316,16,16,2332,51,5,49,56,7,0,0,109,100,79,594,ATL,0,MIA,0,0,0,0
2797,"Charlotte, NC","Scranton/Wilkes-Barre, PA",,2024,11,16,6,2024/11/16,AA,North Carolina,Pennsylvania,916,909,-7,20,929,1046,5,1057,1051,-6,0,0,101,102,77,509,CLT,0,AVP,0,0,0,0
2534,"Buffalo, NY","Baltimore, MD",,2024,6,23,7,2024/6/23,WN,New York,Maryland,1910,1910,0,12,1922,2021,7,2020,2028,8,0,0,70,78,59,281,BUF,0,BWI,0,0,0,0
6342,"Flagstaff, AZ","Phoenix, AZ",,2024,12,1,7,2024/12/1,OO,Arizona,Arizona,1440,1541,61,28,1609,1643,6,1536,1649,73,0,0,56,68,34,119,FLG,61,PHX,0,12,0,0
1305,"Detroit, MI","Fort Myers, FL",,2024,11,16,6,2024/11/16,DL,Michigan,Florida,1850,1842,-8,12,1854,2108,18,2144,2126,-18,0,0,174,164,134,1084,DTW,0,RSW,0,0,0,0
816,"Atlanta, GA","Portland, OR",,2024,10,7,1,2024/10/7,DL,Georgia,Oregon,835,827,-8,21,848,1021,5,1049,1026,-23,0,0,314,299,273,2172,ATL,0,PDX,0,0,0,0
5704,"Washington, DC","Boston, MA",,2024,5,24,5,2024/5/24,YX,Virginia,Massachusetts,1950,1950,0,46,2036,2144,7,2130,2151,21,0,0,100,121,68,399,DCA,0,BOS,0,21,0,0
4354,"New York, NY","Memphis, TN",,2024,4,19,5,2024/4/19,YX,New York,Tennessee,1025,1014,-11,17,1031,1207,5,1235,1212,-23,0,0,190,178,156,963,LGA,0,MEM,0,0,0,0
1380,"Fort Lauderdale, FL","Philadelphia, PA",,2024,9,19,4,2024/9/19,AA,Florida,Pennsylvania,1151,1146,-5,19,1205,1430,6,1439,1436,-3,0,0,168,170,145,992,FLL,0,PHL,0,0,0,0
2266,"Jacksonville, FL","Denver, CO",,2024,3,7,4,2024/3/7,UA,Florida,Colorado,1618,1630,12,13,1643,1820,8,1820,1828,8,0,0,242,238,217,1447,JAX,0,DEN,0,0,0,0
452,"Seattle, WA","Houston, TX",,2024,6,10,1,2024/6/10,AS,Washington,Texas,2359,2348,-11,16,4,547,44,615,631,16,0,0,256,283,223,1874,SEA,0,IAH,0,16,0,0
326,"Nashville, TN","Sioux Falls, SD",,2024,2,12,1,2024/2/12,G4,Tennessee,South Dakota,930,1136,126,17,1153,1334,9,1143,1343,120,0,0,133,127,101,741,BNA,120,FSD,0,0,0,0
5015,"Las Vegas, NV","Long Beach, CA",,2024,6,20,4,2024/6/20,WN,Nevada,California,740,735,-5,15,750,833,4,850,837,-13,0,0,70,62,43,231,LAS,0,LGB,0,0,0,0
60,"Ketchikan, AK","Seattle, WA",,2024,1,15,1,2024/1/15,AS,Alaska,Washington,919,924,5,5,929,1157,10,1214,1207,-7,0,0,115,103,88,680,KTN,0,SEA,0,0,0,0
5116,"Columbia, SC","Charlotte, NC",,2024,6,27,4,2024/6/27,OH,South Carolina,North Carolina,518,705,107,25,730,753,18,626,811,105,0,0,68,66,23,88,CAE,105,CLT,0,0,0,0
2340,"Newark, NJ","Atlanta, GA",,2024,2,22,4,2024/2/22,DL,New Jersey,Georgia,1959,2022,23,16,2038,2227,7,2229,2234,5,0,0,150,132,109,746,EWR,0,ATL,0,0,0,0
2148,"Washington, DC","Chicago, IL",,2024,6,27,4,2024/6/27,UA,Virginia,Illinois,1800,1825,25,24,1849,1924,14,1913,1938,25,0,0,133,133,95,612,DCA,11,ORD,0,0,0,14
5654,"Sun Valley/Hailey/Ketchum, ID","Chicago, IL",,2024,12,30,1,2024/12/30,OO,Idaho,Illinois,1238,1233,-5,27,1300,1645,18,1718,1703,-15,0,0,220,210,165,1341,SUN,0,ORD,0,0,0,0
3856,"Pocatello, ID","Salt Lake City, UT",,2024,2,21,3,2024/2/21,OO,Idaho,Utah,635,625,-10,15,640,711,7,730,718,-12,0,0,55,53,31,150,PIH,0,SLC,0,0,0,0
1528,"Washington, DC","Los Angeles, CA",,2024,9,28,6,2024/9/28,AA,Virginia,California,820,823,3,35,858,1038,6,1051,1044,-7,0,0,331,321,280,2311,DCA,0,LAX,0,0,0,0
3359,"Dallas/Fort Worth, TX","Lafayette, LA",,2024,4,25,4,2024/4/25,MQ,Texas,Louisiana,2110,2108,-2,24,2132,2227,17,2233,2244,11,0,0,83,96,55,351,DFW,0,LFT,0,0,0,0
1473,"Charlotte, NC","Columbus, OH",,2024,5,12,7,2024/5/12,AA,North Carolina,Ohio,1330,1327,-3,19,1346,1441,7,1451,1448,-3,0,0,81,81,55,347,CLT,0,CMH,0,0,0,0
5659,"Boston, MA","Cleveland, OH",,2024,2,6,2,2024/2/6,YX,Massachusetts,Ohio,925,919,-6,45,1004,1130,15,1146,1145,-1,0,0,141,146,86,563,BOS,0,CLE,0,0,0,0
1274,"Pittsburgh, PA","Washington, DC",,2024,1,21,7,2024/1/21,UA,Pennsylvania,Virginia,1025,1017,-8,11,1028,1110,7,1134,1117,-17,0,0,69,60,42,182,PIT,0,IAD,0,0,0,0
5227,"New York, NY","Raleigh/Durham, NC",,2024,1,12,5,2024/1/12,9E,New York,North Carolina,1300,1255,-5,23,1318,1435,7,1454,1442,-12,0,0,114,107,77,427,JFK,0,RDU,0,0,0,0
761,"New York, NY","West Palm Beach/Palm Beach, FL",,2024,12,9,1,2024/12/9,B6,New York,Florida,1320,1315,-5,17,1332,1557,3,1625,1600,-25,0,0,185,165,145,1035,LGA,0,PBI,0,0,0,0
3401,"San Francisco, CA","San Diego, CA",,2024,12,29,7,2024/12/29,WN,California,California,1830,2051,141,9,2100,2205,9,2000,2214,134,0,0,90,83,65,447,SFO,5,SAN,0,0,0,129
3094,"Atlanta, GA","Panama City, FL",,2024,8,17,6,2024/8/17,DL,Georgia,Florida,1332,1328,-4,12,1340,1319,4,1339,1323,-16,0,0,67,55,39,240,ATL,0,ECP,0,0,0,0
5194,"Columbia, SC","Charlotte, NC",,2024,8,26,1,2024/8/26,OH,South Carolina,North Carolina,1615,1601,-14,14,1615,1642,31,1719,1713,-6,0,0,64,72,27,88,CAE,0,CLT,0,0,0,0
2878,"Juneau, AK","Seattle, WA",,2024,8,9,5,2024/8/9,DL,Alaska,Washington,712,706,-6,9,715,1007,12,1045,1019,-26,0,0,153,133,112,909,JNU,0,SEA,0,0,0,0
4851,"Des Moines, IA","Minneapolis, MN",,2024,12,30,1,2024/12/30,9E,Iowa,Minnesota,1735,1728,-7,19,1747,1829,6,1855,1835,-20,0,0,80,67,42,232,DSM,0,MSP,0,0,0,0
1796,"Newark, NJ","Dallas/Fort Worth, TX",,2024,12,30,1,2024/12/30,AA,New Jersey,Texas,1239,1304,25,19,1323,1546,9,1549,1555,6,0,0,250,231,203,1372,EWR,0,DFW,0,0,0,0
3933,"Charlotte, NC","Panama City, FL",,2024,5,3,5,2024/5/3,MQ,North Carolina,Florida,1316,1316,0,32,1348,1357,4,1404,1401,-3,0,0,108,105,69,437,CLT,0,ECP,0,0,0,0
866,"Denver, CO","New York, NY",,2024,8,16,5,2024/8/16,DL,Colorado,New York,1031,1021,-10,22,1043,1549,12,1622,1601,-21,0,0,231,220,186,1620,DEN,0,LGA,0,0,0,0
6193,"Houston, TX","Phoenix, AZ",,2024,2,7,3,2024/2/7,OO,Texas,Arizona,535,526,-9,18,544,733,8,739,741,2,0,0,184,195,169,1009,IAH,0,PHX,0,0,0,0
2989,"Austin, TX","Charlotte, NC",,2024,6,6,4,2024/6/6,AA,Texas,North Carolina,815,810,-5,23,833,1152,9,1207,1201,-6,0,0,172,171,139,1032,AUS,0,CLT,0,0,0,0
2716,"Denver, CO","Austin, TX",,2024,1,3,3,2024/1/3,WN,Colorado,Texas,2120,2134,14,9,2143,23,4,25,27,2,0,0,125,113,100,775,DEN,0,AUS,0,0,0,0
3717,"Salt Lake City, UT","Idaho Falls, ID",,2024,3,6,3,2024/3/6,OO,Utah,Idaho,1540,1533,-7,33,1606,1647,4,1645,1651,6,0,0,65,78,41,188,SLC,0,IDA,0,0,0,0
4546,"New York, NY","Washington, DC",,2024,11,8,5,2024/11/8,YX,New York,Virginia,2059,2052,-7,30,2122,2214,53,2237,2307,30,0,0,98,135,52,213,JFK,0,DCA,0,30,0,0
5410,"Los Angeles, CA","Reno, NV",,2024,11,9,6,2024/11/9,OO,California,Nevada,928,926,-2,34,1000,1101,5,1113,1106,-7,0,0,105,100,61,391,LAX,0,RNO,0,0,0,0
1357,"Miami, FL","New York, NY",,2024,2,3,6,2024/2/3,AA,Florida,New York,1949,1946,-3,14,2000,2229,12,2250,2241,-9,0,0,181,175,149,1089,MIA,0,JFK,0,0,0,0
2524,"New Orleans, LA","Atlanta, GA",,2024,5,21,2,2024/5/21,DL,Louisiana,Georgia,1451,1445,-6,11,1456,1657,15,1720,1712,-8,0,0,89,87,61,425,MSY,0,ATL,0,0,0,0
1937,"Fort Lauderdale, FL","Newark, NJ",,2024,9,26,4,2024/9/26,UA,Florida,New Jersey,1950,2002,12,26,2028,2241,7,2250,2248,-2,0,0,180,166,133,1065,FLL,0,EWR,0,0,0,0
4771,"Austin, TX","Nashville, TN",,2024,10,3,4,2024/10/3,WN,Texas,Tennessee,1225,1222,-3,12,1234,1406,6,1425,1412,-13,0,0,120,110,92,756,AUS,0,BNA,0,0,0,0
2596,"Moline, IL","St. Petersburg, FL",,2024,10,30,3,2024/10/30,G4,Illinois,Florida,834,824,-10,8,832,1149,4,1202,1153,-9,0,0,148,149,137,1033,MLI,0,PIE,0,0,0,0
787,"Houston, TX","Chicago, IL",,2024,4,9,2,2024/4/9,UA,Texas,Illinois,2135,2143,8,15,2158,2352,7,12,2359,-13,0,0,157,136,114,925,IAH,0,ORD,0,0,0,0
810,"Dallas/Fort Worth, TX","Ontario, CA",,2024,9,5,4,2024/9/5,AA,Texas,California,1852,1847,-5,23,1910,1953,11,2002,2004,2,0,0,190,197,163,1188,DFW,0,ONT,0,0,0,0
4004,"Bend/Redmond, OR","Salt Lake City, UT",,2024,7,13,6,2024/7/13,OO,Oregon,Utah,615,608,-7,22,630,844,7,855,851,-4,0,0,100,103,74,525,RDM,0,SLC,0,0,0,0
2988,"Sarasota/Bradenton, FL","Syracuse, NY",,2024,11,20,3,2024/11/20,G4,Florida,New York,1100,1041,-19,19,1100,1306,4,1352,1310,-42,0,0,172,149,126,1142,SRQ,0,SYR,0,0,0,0
4513,"Cleveland, OH","New York, NY",,2024,11,21,4,2024/11/21,YX,Ohio,New York,1755,1831,36,15,1846,2009,9,1930,2018,48,0,0,95,107,83,419,CLE,0,LGA,0,22,0,26
4930,"New York, NY","Little Rock, AR",,2024,2,29,4,2024/2/29,9E,New York,Arkansas,1645,1643,-2,17,1700,1854,4,1921,1858,-23,0,0,216,195,174,1085,LGA,0,LIT,0,0,0,0
2345,"Sarasota/Bradenton, FL","Nashville, TN",,2024,2,15,4,2024/2/15,WN,Florida,Tennessee,1655,1816,81,11,1827,1910,6,1800,1916,76,0,0,125,120,103,648,SRQ,0,BNA,0,0,0,76
3602,"Ontario, CA","Denver, CO",,2024,5,1,3,2024/5/1,WN,California,Colorado,1415,1434,19,11,1445,1726,8,1725,1734,9,0,0,130,120,101,819,ONT,0,DEN,0,0,0,0
5601,"Nashville, TN","New York, NY",,2024,11,22,5,2024/11/22,YX,Tennessee,New York,1307,1306,-1,16,1322,1600,32,1630,1632,2,0,0,143,146,98,764,BNA,0,LGA,0,0,0,0
5732,"Boston, MA","New York, NY",,2024,10,28,1,2024/10/28,YX,Massachusetts,New York,900,854,-6,22,916,1004,11,1025,1015,-10,0,0,85,81,48,184,BOS,0,LGA,0,0,0,0
537,"St. Louis, MO","Dallas/Fort Worth, TX",,2024,1,10,3,2024/1/10,AA,Missouri,Texas,700,659,-1,11,710,849,14,903,903,0,0,0,123,124,99,550,STL,0,DFW,0,0,0,0
3552,"Los Angeles, CA","Phoenix, AZ",,2024,10,19,6,2024/10/19,WN,California,Arizona,1805,1759,-6,15,1814,1912,4,1940,1916,-24,0,0,95,77,58,370,LAX,0,PHX,0,0,0,0
1634,"San Juan, PR","Orlando, FL",,2024,8,9,5,2024/8/9,B6,Puerto Rico,Florida,1430,1451,21,12,1503,1745,13,1742,1758,16,0,0,192,187,162,1189,SJU,6,MCO,0,0,0,10
1169,"Honolulu, HI","Los Angeles, CA",,2024,4,26,5,2024/4/26,UA,Hawaii,California,2140,2136,-4,16,2152,546,13,606,559,-7,0,0,326,323,294,2556,HNL,0,LAX,0,0,0,0
5934,"Chicago, IL","Fargo, ND",,2024,10,20,7,2024/10/20,OO,Illinois,North Dakota,1250,1242,-8,18,1300,1419,6,1454,1425,-29,0,0,124,103,79,557,ORD,0,FAR,0,0,0,0
743,"Atlanta, GA","Sacramento, CA",,2024,7,28,7,2024/7/28,DL,Georgia,California,1706,1706,0,20,1726,1852,7,1857,1859,2,0,0,291,293,266,2092,ATL,0,SMF,0,0,0,0
651,"Denver, CO","Albuquerque, NM",,2024,5,21,2,2024/5/21,UA,Colorado,New Mexico,1552,1552,0,17,1609,1704,2,1714,1706,-8,0,0,82,74,55,349,DEN,0,ABQ,0,0,0,0
5264,"Charleston/Dunbar, WV","Charlotte, NC",,2024,6,15,6,2024/6/15,OH,West Virginia,North Carolina,640,632,-8,20,652,739,22,810,801,-9,0,0,90,89,47,221,CRW,0,CLT,0,0,0,0
3998,"New York, NY","Oklahoma City, OK",,2024,9,11,3,2024/9/11,OO,New York,Oklahoma,1830,1826,-4,18,1844,2059,4,2115,2103,-12,0,0,225,217,195,1341,LGA,0,OKC,0,0,0,0
3669,"San Antonio, TX","Atlanta, GA",,2024,6,4,2,2024/6/4,WN,Texas,Georgia,1730,1851,81,6,1857,2159,6,2055,2205,70,0,0,145,134,122,874,SAT,39,ATL,0,0,0,31
5240,"Honolulu, HI","Los Angeles, CA",,2024,5,7,2,2024/5/7,WN,Hawaii,California,1310,1306,-4,20,1326,2124,6,2145,2130,-15,0,0,335,324,298,2556,HNL,0,LAX,0,0,0,0
2005,"Cincinnati, OH","Sanford, FL",,2024,10,2,3,2024/10/2,G4,Kentucky,Florida,800,755,-5,14,809,947,6,1002,953,-9,0,0,122,118,98,735,CVG,0,SFB,0,0,0,0
2100,"Phoenix, AZ","Burbank, CA",,2024,11,21,4,2024/11/21,WN,Arizona,California,1420,1431,11,9,1440,1446,2,1450,1448,-2,0,0,90,77,66,369,PHX,0,BUR,0,0,0,0
3934,"Las Vegas, NV","Los Angeles, CA",,2024,6,30,7,2024/6/30,WN,Nevada,California,725,742,17,20,802,844,6,835,850,15,0,0,70,68,42,236,LAS,15,LAX,0,0,0,0
916,"Atlanta, GA","San Francisco, CA",,2024,1,12,5,2024/1/12,DL,Georgia,California,820,832,12,12,844,1102,6,1050,1108,18,0,0,330,336,318,2139,ATL,12,SFO,0,6,0,0
288,"Denver, CO","Austin, TX",,2024,4,13,6,2024/4/13,UA,Colorado,Texas,1753,1753,0,22,1815,2053,5,2106,2058,-8,0,0,133,125,98,775,DEN,0,AUS,0,0,0,0
3979,"San Juan, PR","Tampa, FL",,2024,12,27,5,2024/12/27,F9,Puerto Rico,Florida,1028,1023,-5,22,1045,1243,6,1246,1249,3,0,0,198,206,178,1237,SJU,0,TPA,0,0,0,0
2884,"Orlando, FL","Washington, DC",,2024,7,27,6,2024/7/27,AA,Florida,Virginia,2041,2039,-2,28,2107,2256,4,2258,2300,2,0,0,137,141,109,759,MCO,0,DCA,0,0,0,0
3705,"Salt Lake City, UT","San Jose, CA",,2024,1,8,1,2024/1/8,OO,Utah,California,800,758,-2,33,831,914,2,931,916,-15,0,0,151,138,103,584,SLC,0,SJC,0,0,0,0
882,"Salt Lake City, UT","Atlanta, GA",,2024,6,30,7,2024/6/30,DL,Utah,Georgia,958,1012,14,16,1028,1548,8,1549,1556,7,0,0,231,224,200,1590,SLC,0,ATL,0,0,0,0
3829,"Baltimore, MD","Tampa, FL",,2024,4,16,2,2024/4/16,NK,Maryland,Florida,558,557,-1,11,608,800,5,824,805,-19,0,0,146,128,112,842,BWI,0,TPA,0,0,0,0
1629,"Mobile, AL","Atlanta, GA",,2024,11,15,5,2024/11/15,DL,Alabama,Georgia,1735,1727,-8,31,1758,1950,13,1956,2003,7,0,0,81,96,52,302,MOB,0,ATL,0,0,0,0
1438,"Jackson, WY","Dallas/Fort Worth, TX",,2024,7,15,1,2024/7/15,AA,Wyoming,Texas,1305,1256,-9,13,1309,1621,9,1650,1630,-20,0,0,165,154,132,1047,JAC,0,DFW,0,0,0,0
1228,"Tampa, FL","Atlanta, GA",,2024,5,21,2,2024/5/21,DL,Florida,Georgia,948,942,-6,12,954,1106,7,1118,1113,-5,0,0,90,91,72,406,TPA,0,ATL,0,0,0,0
4939,"Kansas City, MO","New York, NY",,2024,1,2,2,2024/1/2,9E,Missouri,New York,1000,1005,5,30,1035,1401,8,1355,1409,14,0,0,175,184,146,1113,MCI,0,JFK,0,0,0,0
1792,"Reno, NV","Las Vegas, NV",,2024,5,10,5,2024/5/10,NK,Nevada,Nevada,2124,2148,24,15,2203,2258,5,2251,2303,12,0,0,87,75,55,345,RNO,0,LAS,0,0,0,0
4507,"Dallas, TX","St. Louis, MO",,2024,6,20,4,2024/6/20,WN,Texas,Missouri,600,600,0,14,614,727,7,745,734,-11,0,0,105,94,73,546,DAL,0,STL,0,0,0,0
5101,"Washington, DC","Hartford, CT",,2024,11,22,5,2024/11/22,OH,Virginia,Connecticut,1219,1211,-8,20,1231,1327,4,1338,1331,-7,0,0,79,80,56,313,DCA,0,BDL,0,0,0,0
2284,"Minneapolis, MN","Newark, NJ",,2024,4,9,2,2024/4/9,DL,Minnesota,New Jersey,1959,1958,-1,16,2014,2316,6,2336,2322,-14,0,0,157,144,122,1008,MSP,0,EWR,0,0,0,0
5746,"Denver, CO","Gunnison, CO",,2024,3,15,5,2024/3/15,OO,Colorado,Colorado,1900,1855,-5,16,1911,1939,3,2010,1942,-28,0,0,70,47,28,152,DEN,0,GUC,0,0,0,0
2359,"Jacksonville, FL","Boston, MA",,2024,1,22,1,2024/1/22,DL,Florida,Massachusetts,700,655,-5,11,706,919,11,942,930,-12,0,0,162,155,133,1010,JAX,0,BOS,0,0,0,0
527,"Charlotte, NC","Washington, DC",,2024,2,29,4,2024/2/29,AA,North Carolina,Virginia,1838,1833,-5,19,1852,1943,4,1958,1947,-11,0,0,80,74,51,331,CLT,0,DCA,0,0,0,0
3717,"Salt Lake City, UT","Idaho Falls, ID",,2024,5,6,1,2024/5/6,OO,Utah,Idaho,1715,1712,-3,20,1732,1813,4,1817,1817,0,0,0,62,65,41,188,SLC,0,IDA,0,0,0,0
5136,"Charlotte, NC","Lexington, KY",,2024,2,15,4,2024/2/15,OH,North Carolina,Kentucky,1817,1823,6,19,1842,1937,3,1942,1940,-2,0,0,85,77,55,281,CLT,0,LEX,0,0,0,0
1453,"Philadelphia, PA","Jacksonville, FL",,2024,10,12,6,2024/10/12,AA,Pennsylvania,Florida,1111,1104,-7,18,1122,1317,9,1339,1326,-13,0,0,148,142,115,742,PHL,0,JAX,0,0,0,0
201,"Buffalo, NY","New York, NY",,2024,6,29,6,2024/6/29,B6,New York,New York,533,529,-4,18,547,654,10,700,704,4,0,0,87,95,67,301,BUF,0,JFK,0,0,0,0
262,"San Juan, PR","Fort Lauderdale, FL",,2024,10,17,4,2024/10/17,NK,Puerto Rico,Florida,1917,1932,15,13,1945,2159,5,2205,2204,-1,0,0,168,152,134,1046,SJU,0,FLL,0,0,0,0
1518,"Atlanta, GA","Raleigh/Durham, NC",,2024,1,4,4,2024/1/4,DL,Georgia,North Carolina,1955,1955,0,14,2009,2107,5,2117,2112,-5,0,0,82,77,58,356,ATL,0,RDU,0,0,0,0
2684,"Oakland, CA","Las Vegas, NV",,2024,5,4,6,2024/5/4,WN,California,Nevada,1550,1541,-9,13,1554,1658,6,1720,1704,-16,0,0,90,83,64,407,OAK,0,LAS,0,0,0,0
1604,"San Antonio, TX","Miami, FL",,2024,3,7,4,2024/3/7,AA,Texas,Florida,523,519,-4,14,533,846,10,859,856,-3,0,0,156,157,133,1143,SAT,0,MIA,0,0,0,0
2456,"Dallas/Fort Worth, TX","Indianapolis, IN",,2024,9,19,4,2024/9/19,AA,Texas,Indiana,1100,1054,-6,19,1113,1358,5,1411,1403,-8,0,0,131,129,105,761,DFW,0,IND,0,0,0,0
5458,"Chicago, IL","Sioux Falls, SD",,2024,8,22,4,2024/8/22,OO,Illinois,South Dakota,845,836,-9,38,914,1030,3,1042,1033,-9,0,0,117,117,76,462,ORD,0,FSD,0,0,0,0
1501,"Jacksonville, FL","Houston, TX",,2024,1,5,5,2024/1/5,UA,Florida,Texas,700,657,-3,13,710,831,20,836,851,15,0,0,156,174,141,817,JAX,0,IAH,0,15,0,0
2972,"Dallas/Fort Worth, TX","Minneapolis, MN",,2024,7,3,3,2024/7/3,DL,Texas,Minnesota,1031,1026,-5,36,1102,1254,7,1310,1301,-9,0,0,159,155,112,852,DFW,0,MSP,0,0,0,0
1681,"Des Moines, IA","Houston, TX",,2024,6,30,7,2024/6/30,UA,Iowa,Texas,605,620,15,12,632,822,4,827,826,-1,0,0,142,126,110,802,DSM,0,IAH,0,0,0,0
1472,"Albuquerque, NM","Chicago, IL",,2024,1,2,2,2024/1/2,WN,New Mexico,Illinois,720,725,5,13,738,1054,5,1055,1059,4,0,0,155,154,136,1121,ABQ,0,MDW,0,0,0,0
