arr_delay,op_carrier_fl_num,origin_state_nm,dest_state_nm,wheels_off,wheels_on,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,crs_dep_time,dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,origin,dest
32.0,5097,New York,North Carolina,854.0,1004.0,"New York, NY","Raleigh/Durham, NC",,2024,9,16,1,2024-09-16,9E,750,834.0,44.0,20.0,7.0,939,1011.0,0,0,109.0,97.0,70.0,427.0,32,0,0,0,0,JFK,RDU
-13.0,3066,Georgia,Florida,649.0,753.0,"Atlanta, GA","Orlando, FL",,2024,1,25,4,2024-01-25,NK,640,640.0,0.0,9.0,8.0,814,801.0,0,0,94.0,81.0,64.0,404.0,0,0,0,0,0,ATL,MCO
12.0,3840,Arizona,Tennessee,1800.0,2247.0,"Phoenix, AZ","Nashville, TN",,2024,9,2,1,2024-09-02,WN,1720,1748.0,28.0,12.0,5.0,2240,2252.0,0,0,200.0,184.0,167.0,1449.0,0,0,0,0,0,PHX,BNA
-18.0,1857,Missouri,Florida,1955.0,2312.0,"Kansas City, MO","Orlando, FL",,2024,10,6,7,2024-10-06,NK,1949,1945.0,-4.0,10.0,7.0,2337,2319.0,0,0,168.0,154.0,137.0,1072.0,0,0,0,0,0,MCI,MCO
20.0,968,Georgia,Michigan,1055.0,1209.0,"Atlanta, GA","Detroit, MI",,2024,1,9,2,2024-01-09,NK,1004,1044.0,40.0,11.0,9.0,1158,1218.0,0,0,114.0,94.0,74.0,594.0,0,20,0,0,0,ATL,DTW
-9.0,2518,Nevada,California,730.0,830.0,"Las Vegas, NV","San Jose, CA",,2024,4,24,3,2024-04-24,NK,713,708.0,-5.0,22.0,3.0,842,833.0,0,0,89.0,85.0,60.0,386.0,0,0,0,0,0,LAS,SJC
-6.0,3756,Utah,Oregon,2316.0,2335.0,"Salt Lake City, UT","Bend/Redmond, OR",,2024,10,17,4,2024-10-17,OO,2259,2259.0,0.0,17.0,3.0,2344,2338.0,0,0,105.0,99.0,79.0,525.0,0,0,0,0,0,SLC,RDM
-7.0,145,Hawaii,Hawaii,804.0,827.0,"Kahului, HI","Honolulu, HI",,2024,10,24,4,2024-10-24,HA,800,755.0,-5.0,9.0,6.0,840,833.0,0,0,40.0,38.0,23.0,100.0,0,0,0,0,0,OGG,HNL
88.0,1422,Texas,South Carolina,2230.0,139.0,"Dallas/Fort Worth, TX","Charleston, SC",,2024,7,16,2,2024-07-16,AA,2043,2212.0,89.0,18.0,4.0,15,143.0,0,0,152.0,151.0,129.0,987.0,0,0,0,0,88,DFW,CHS
-18.0,5143,Pennsylvania,North Carolina,2017.0,2125.0,"Harrisburg, PA","Charlotte, NC",,2024,8,1,4,2024-08-01,OH,2012,2001.0,-11.0,16.0,7.0,2150,2132.0,0,0,98.0,91.0,68.0,413.0,0,0,0,0,0,MDT,CLT
21.0,461,Florida,North Carolina,655.0,820.0,"Orlando, FL","Charlotte, NC",,2024,1,9,2,2024-01-09,AA,612,642.0,30.0,13.0,5.0,804,825.0,0,0,112.0,103.0,85.0,468.0,21,0,0,0,0,MCO,CLT
34.0,1295,Oregon,California,2035.0,2205.0,"Portland, OR","San Francisco, CA",,2024,5,28,2,2024-05-28,AS,1950,2019.0,29.0,16.0,4.0,2135,2209.0,0,0,105.0,110.0,90.0,550.0,0,0,34,0,0,PDX,SFO
-40.0,661,California,Georgia,1255.0,1914.0,"Santa Ana, CA","Atlanta, GA",,2024,12,31,2,2024-12-31,DL,1250,1246.0,-4.0,9.0,4.0,1958,1918.0,0,0,248.0,212.0,199.0,1919.0,0,0,0,0,0,SNA,ATL
-19.0,1015,Colorado,Colorado,706.0,756.0,"Durango, CO","Denver, CO",,2024,7,30,2,2024-07-30,UA,700,653.0,-7.0,13.0,9.0,824,805.0,0,0,84.0,72.0,50.0,251.0,0,0,0,0,0,DRO,DEN
-7.0,668,Florida,Texas,701.0,832.0,"Orlando, FL","Dallas/Fort Worth, TX",,2024,12,26,4,2024-12-26,AA,646,641.0,-5.0,20.0,15.0,854,847.0,0,0,188.0,186.0,151.0,985.0,0,0,0,0,0,MCO,DFW
2.0,3618,Illinois,Missouri,1317.0,1419.0,"Chicago, IL","St. Louis, MO",,2024,4,28,7,2024-04-28,YX,1257,1249.0,-8.0,28.0,6.0,1423,1425.0,0,0,86.0,96.0,62.0,258.0,0,0,0,0,0,ORD,STL
4.0,3492,New York,New Jersey,1317.0,1400.0,"Syracuse, NY","Newark, NJ",,2024,11,22,5,2024-11-22,YX,1230,1213.0,-17.0,64.0,5.0,1401,1405.0,0,0,91.0,112.0,43.0,195.0,0,0,0,0,0,SYR,EWR
-21.0,1454,Missouri,Minnesota,1742.0,1849.0,"St. Louis, MO","Minneapolis, MN",,2024,5,7,2,2024-05-07,DL,1737,1729.0,-8.0,13.0,5.0,1915,1854.0,0,0,98.0,85.0,67.0,448.0,0,0,0,0,0,STL,MSP
-7.0,269,California,Nevada,1429.0,1512.0,"Burbank, CA","Las Vegas, NV",,2024,10,31,4,2024-10-31,WN,1410,1406.0,-4.0,23.0,6.0,1525,1518.0,0,0,75.0,72.0,43.0,223.0,0,0,0,0,0,BUR,LAS
2.0,5225,Georgia,Georgia,1135.0,1209.0,"Atlanta, GA","Augusta, GA",,2024,3,28,4,2024-03-28,9E,1110,1104.0,-6.0,31.0,3.0,1210,1212.0,0,0,60.0,68.0,34.0,143.0,0,0,0,0,0,ATL,AGS
-17.0,193,Florida,Maryland,549.0,749.0,"Fort Lauderdale, FL","Baltimore, MD",,2024,1,1,1,2024-01-01,WN,540,538.0,-2.0,11.0,4.0,810,753.0,0,0,150.0,135.0,120.0,925.0,0,0,0,0,0,FLL,BWI
-25.0,5394,Ohio,North Carolina,844.0,944.0,"Dayton, OH","Charlotte, NC",,2024,6,3,1,2024-06-03,OH,840,828.0,-12.0,16.0,16.0,1025,1000.0,0,0,105.0,92.0,60.0,370.0,0,0,0,0,0,DAY,CLT
8.0,2661,California,Arizona,1607.0,1702.0,"Ontario, CA","Phoenix, AZ",,2024,4,30,2,2024-04-30,AA,1555,1546.0,-9.0,21.0,15.0,1709,1717.0,0,0,74.0,91.0,55.0,325.0,0,0,0,0,0,ONT,PHX
-16.0,5529,North Carolina,Mississippi,1737.0,1757.0,"Charlotte, NC","Jackson/Vicksburg, MS",,2024,10,16,3,2024-10-16,OH,1716,1708.0,-8.0,29.0,8.0,1821,1805.0,0,0,125.0,117.0,80.0,562.0,0,0,0,0,0,CLT,JAN
-4.0,5741,Tennessee,Illinois,807.0,926.0,"Nashville, TN","Chicago, IL",,2024,12,1,7,2024-12-01,OO,800,755.0,-5.0,12.0,23.0,953,949.0,0,0,113.0,114.0,79.0,409.0,0,0,0,0,0,BNA,ORD
-47.0,5319,Washington,California,531.0,706.0,"Spokane, WA","San Francisco, CA",,2024,4,1,1,2024-04-01,OO,528,520.0,-8.0,11.0,6.0,759,712.0,0,0,151.0,112.0,95.0,733.0,0,0,0,0,0,GEG,SFO
-9.0,4237,Nevada,Washington,954.0,1205.0,"Las Vegas, NV","Seattle, WA",,2024,11,8,5,2024-11-08,WN,935,937.0,2.0,17.0,11.0,1225,1216.0,0,0,170.0,159.0,131.0,867.0,0,0,0,0,0,LAS,SEA
38.0,397,New York,North Carolina,1529.0,1648.0,"New York, NY","Charlotte, NC",,2024,8,26,1,2024-08-26,AA,1435,1453.0,18.0,36.0,30.0,1640,1718.0,0,0,125.0,145.0,79.0,541.0,18,0,20,0,0,JFK,CLT
39.0,5345,Ohio,Georgia,2053.0,2206.0,"Dayton, OH","Atlanta, GA",,2024,12,23,1,2024-12-23,9E,1937,2038.0,61.0,15.0,7.0,2134,2213.0,0,0,117.0,95.0,73.0,432.0,0,0,0,0,39,DAY,ATL
-15.0,1793,Illinois,Nebraska,859.0,1005.0,"Chicago, IL","Omaha, NE",,2024,12,18,3,2024-12-18,UA,845,843.0,-2.0,16.0,3.0,1023,1008.0,0,0,98.0,85.0,66.0,416.0,0,0,0,0,0,ORD,OMA
-2.0,5660,New York,Maine,1033.0,1123.0,"New York, NY","Portland, ME",,2024,4,25,4,2024-04-25,YX,955,1007.0,12.0,26.0,4.0,1129,1127.0,0,0,94.0,80.0,50.0,269.0,0,0,0,0,0,LGA,PWM
27.0,818,Illinois,Florida,1627.0,2008.0,"Chicago, IL","Miami, FL",,2024,3,25,1,2024-03-25,AA,1540,1612.0,32.0,15.0,8.0,1949,2016.0,0,0,189.0,184.0,161.0,1197.0,3,0,0,0,24,ORD,MIA
-9.0,2158,California,California,1241.0,1337.0,"Ontario, CA","San Jose, CA",,2024,4,6,6,2024-04-06,WN,1235,1232.0,-3.0,9.0,4.0,1350,1341.0,0,0,75.0,69.0,56.0,333.0,0,0,0,0,0,ONT,SJC
-21.0,1966,Texas,Texas,517.0,545.0,"Austin, TX","Houston, TX",,2024,10,3,4,2024-10-03,UA,515,505.0,-10.0,12.0,5.0,611,550.0,0,0,56.0,45.0,28.0,140.0,0,0,0,0,0,AUS,IAH
-1.0,6289,Arizona,California,1044.0,1128.0,"Phoenix, AZ","Palm Springs, CA",,2024,7,2,2,2024-07-02,OO,1020,1015.0,-5.0,29.0,6.0,1135,1134.0,0,0,75.0,79.0,44.0,261.0,0,0,0,0,0,PHX,PSP
4.0,5170,Virginia,North Carolina,1510.0,1621.0,"Washington, DC","Asheville, NC",,2024,1,6,6,2024-01-06,OH,1447,1441.0,-6.0,29.0,3.0,1620,1624.0,0,0,93.0,103.0,71.0,384.0,0,0,0,0,0,DCA,AVL
200.0,3738,Virginia,Michigan,954.0,1054.0,"Washington, DC","Detroit, MI",,2024,7,27,6,2024-07-27,OO,610,946.0,216.0,8.0,6.0,740,1100.0,0,0,90.0,74.0,60.0,383.0,200,0,0,0,0,IAD,DTW
-27.0,2131,New York,Florida,724.0,948.0,"New York, NY","Miami, FL",,2024,9,20,5,2024-09-20,AA,706,659.0,-7.0,25.0,7.0,1022,955.0,0,0,196.0,176.0,144.0,1089.0,0,0,0,0,0,JFK,MIA
5.0,2147,Georgia,Rhode Island,955.0,1153.0,"Atlanta, GA","Providence, RI",,2024,6,8,6,2024-06-08,DL,929,941.0,12.0,14.0,5.0,1153,1158.0,0,0,144.0,137.0,118.0,903.0,0,0,0,0,0,ATL,PVD
2.0,1826,Missouri,Florida,2015.0,2330.0,"St. Louis, MO","Fort Lauderdale, FL",,2024,4,8,1,2024-04-08,WN,2000,2001.0,1.0,14.0,7.0,2335,2337.0,0,0,155.0,156.0,135.0,1057.0,0,0,0,0,0,STL,FLL
71.0,5961,California,California,1330.0,1429.0,"San Francisco, CA","Ontario, CA",,2024,9,20,5,2024-09-20,OO,1151,1312.0,81.0,18.0,3.0,1321,1432.0,0,0,90.0,80.0,59.0,363.0,0,0,0,0,71,SFO,ONT
-7.0,2259,Florida,Texas,1150.0,1323.0,"Orlando, FL","Austin, TX",,2024,2,7,3,2024-02-07,DL,1145,1132.0,-13.0,18.0,16.0,1346,1339.0,0,0,181.0,187.0,153.0,994.0,0,0,0,0,0,MCO,AUS
-14.0,1901,Texas,Arizona,1804.0,1919.0,"Dallas, TX","Phoenix, AZ",,2024,1,1,1,2024-01-01,WN,1800,1755.0,-5.0,9.0,7.0,1940,1926.0,0,0,160.0,151.0,135.0,879.0,0,0,0,0,0,DAL,PHX
-6.0,1309,Florida,New Jersey,611.0,843.0,"Sarasota/Bradenton, FL","Newark, NJ",,2024,4,15,1,2024-04-15,UA,600,554.0,-6.0,17.0,7.0,856,850.0,0,0,176.0,176.0,152.0,1034.0,0,0,0,0,0,SRQ,EWR
-8.0,3467,Washington,California,1114.0,1307.0,"Seattle, WA","Monterey, CA",,2024,6,10,1,2024-06-10,OO,1055,1051.0,-4.0,23.0,3.0,1318,1310.0,0,0,143.0,139.0,113.0,750.0,0,0,0,0,0,SEA,MRY
53.0,635,Illinois,Florida,1325.0,1707.0,"Chicago, IL","Fort Lauderdale, FL",,2024,12,29,7,2024-12-29,AA,1213,1300.0,47.0,25.0,9.0,1623,1716.0,0,0,190.0,196.0,162.0,1182.0,0,0,30,0,23,ORD,FLL
42.0,597,Illinois,California,1910.0,2130.0,"Chicago, IL","San Francisco, CA",,2024,8,13,2,2024-08-13,AS,1820,1831.0,11.0,39.0,12.0,2100,2142.0,0,0,280.0,311.0,260.0,1846.0,0,0,31,0,11,ORD,SFO
-3.0,5353,Florida,North Carolina,735.0,955.0,"Pensacola, FL","Charlotte, NC",,2024,12,9,1,2024-12-09,OH,726,724.0,-2.0,11.0,13.0,1011,1008.0,0,0,105.0,104.0,80.0,488.0,0,0,0,0,0,PNS,CLT
-14.0,1401,Texas,California,1955.0,2127.0,"Austin, TX","San Francisco, CA",,2024,11,24,7,2024-11-24,UA,1948,1943.0,-5.0,12.0,8.0,2149,2135.0,0,0,241.0,232.0,212.0,1504.0,0,0,0,0,0,AUS,SFO
-12.0,400,Louisiana,Massachusetts,1118.0,1511.0,"New Orleans, LA","Boston, MA",,2024,3,1,5,2024-03-01,B6,1115,1108.0,-7.0,10.0,7.0,1530,1518.0,0,0,195.0,190.0,173.0,1368.0,0,0,0,0,0,MSY,BOS
-18.0,855,Georgia,Massachusetts,2113.0,2308.0,"Atlanta, GA","Boston, MA",,2024,2,10,6,2024-02-10,DL,2059,2050.0,-9.0,23.0,5.0,2331,2313.0,0,0,152.0,143.0,115.0,946.0,0,0,0,0,0,ATL,BOS
13.0,1396,Minnesota,Illinois,1800.0,1904.0,"Minneapolis, MN","Chicago, IL",,2024,1,4,4,2024-01-04,WN,1720,1741.0,21.0,19.0,4.0,1855,1908.0,0,0,95.0,87.0,64.0,349.0,0,0,0,0,0,MSP,MDW
1.0,2990,Texas,Texas,1711.0,1944.0,"El Paso, TX","Houston, TX",,2024,8,4,7,2024-08-04,WN,1655,1701.0,6.0,10.0,7.0,1950,1951.0,0,0,115.0,110.0,93.0,677.0,0,0,0,0,0,ELP,HOU
22.0,2483,Illinois,Texas,1127.0,1344.0,"Chicago, IL","Houston, TX",,2024,8,30,5,2024-08-30,UA,1035,1104.0,29.0,23.0,4.0,1326,1348.0,0,0,171.0,164.0,137.0,925.0,22,0,0,0,0,ORD,IAH
7.0,854,Texas,New York,1226.0,1638.0,"Dallas/Fort Worth, TX","New York, NY",,2024,10,17,4,2024-10-17,DL,1217,1212.0,-5.0,14.0,28.0,1659,1706.0,0,0,222.0,234.0,192.0,1391.0,0,0,0,0,0,DFW,JFK
-11.0,2310,New York,Massachusetts,1207.0,1251.0,"New York, NY","Nantucket, MA",,2024,7,13,6,2024-07-13,B6,1155,1152.0,-3.0,15.0,7.0,1309,1258.0,0,0,74.0,66.0,44.0,202.0,0,0,0,0,0,LGA,ACK
2.0,2300,Arizona,Pennsylvania,1002.0,1611.0,"Phoenix, AZ","Philadelphia, PA",,2024,12,3,2,2024-12-03,AA,942,941.0,-1.0,21.0,3.0,1612,1614.0,0,0,270.0,273.0,249.0,2075.0,0,0,0,0,0,PHX,PHL
-13.0,5418,Alabama,North Carolina,1320.0,1519.0,"Birmingham, AL","Charlotte, NC",,2024,5,24,5,2024-05-24,OH,1307,1300.0,-7.0,20.0,10.0,1542,1529.0,0,0,95.0,89.0,59.0,350.0,0,0,0,0,0,BHM,CLT
-10.0,3825,Utah,Idaho,1530.0,1600.0,"Salt Lake City, UT","Pocatello, ID",,2024,12,24,2,2024-12-24,OO,1515,1513.0,-2.0,17.0,5.0,1615,1605.0,0,0,60.0,52.0,30.0,150.0,0,0,0,0,0,SLC,PIH
-11.0,1363,Georgia,Pennsylvania,1031.0,1142.0,"Atlanta, GA","Pittsburgh, PA",,2024,10,12,6,2024-10-12,DL,1021,1014.0,-7.0,17.0,7.0,1200,1149.0,0,0,99.0,95.0,71.0,526.0,0,0,0,0,0,ATL,PIT
-23.0,5852,Massachusetts,New York,1143.0,1228.0,"Nantucket, MA","New York, NY",,2024,8,23,5,2024-08-23,YX,1141,1132.0,-9.0,11.0,8.0,1259,1236.0,0,0,78.0,64.0,45.0,202.0,0,0,0,0,0,ACK,LGA
5.0,3667,Texas,Ohio,1549.0,1844.0,"Houston, TX","Columbus, OH",,2024,11,19,2,2024-11-19,WN,1520,1529.0,9.0,20.0,6.0,1845,1850.0,0,0,145.0,141.0,115.0,1000.0,0,0,0,0,0,HOU,CMH
-20.0,2309,Texas,Pennsylvania,713.0,1024.0,"Dallas/Fort Worth, TX","Pittsburgh, PA",,2024,2,25,7,2024-02-25,AA,710,702.0,-8.0,11.0,5.0,1049,1029.0,0,0,159.0,147.0,131.0,1067.0,0,0,0,0,0,DFW,PIT
-15.0,5903,Texas,Texas,1620.0,1659.0,"Austin, TX","Dallas, TX",,2024,3,29,5,2024-03-29,WN,1615,1608.0,-7.0,12.0,6.0,1720,1705.0,0,0,65.0,57.0,39.0,189.0,0,0,0,0,0,AUS,DAL
-35.0,2304,New Jersey,California,1213.0,1437.0,"Newark, NJ","Los Angeles, CA",,2024,1,7,7,2024-01-07,UA,1200,1158.0,-2.0,15.0,6.0,1518,1443.0,0,0,378.0,345.0,324.0,2454.0,0,0,0,0,0,EWR,LAX
4.0,5287,New York,Vermont,1120.0,1213.0,"New York, NY","Burlington, VT",,2024,12,7,6,2024-12-07,9E,1050,1058.0,8.0,22.0,7.0,1216,1220.0,0,0,86.0,82.0,53.0,266.0,0,0,0,0,0,JFK,BTV
-24.0,3415,New York,Illinois,1655.0,1741.0,"Albany, NY","Chicago, IL",,2024,4,11,4,2024-04-11,YX,1652,1643.0,-9.0,12.0,26.0,1831,1807.0,0,0,159.0,144.0,106.0,723.0,0,0,0,0,0,ALB,ORD
-4.0,2847,Nevada,Illinois,1207.0,1718.0,"Las Vegas, NV","Chicago, IL",,2024,1,16,2,2024-01-16,AA,1201,1155.0,-6.0,12.0,22.0,1744,1740.0,0,0,223.0,225.0,191.0,1514.0,0,0,0,0,0,LAS,ORD
-7.0,3933,California,Utah,1706.0,1930.0,"Ontario, CA","Salt Lake City, UT",,2024,9,4,3,2024-09-04,OO,1700,1655.0,-5.0,11.0,8.0,1945,1938.0,0,0,105.0,103.0,84.0,558.0,0,0,0,0,0,ONT,SLC
7.0,4003,Minnesota,Wisconsin,2016.0,2058.0,"Minneapolis, MN","Green Bay, WI",,2024,10,31,4,2024-10-31,OO,1945,1950.0,5.0,26.0,6.0,2057,2104.0,0,0,72.0,74.0,42.0,252.0,0,0,0,0,0,MSP,GRB
45.0,1237,New York,Florida,1815.0,2028.0,"Islip, NY","Orlando, FL",,2024,7,1,1,2024-07-01,F9,1646,1804.0,78.0,11.0,8.0,1951,2036.0,0,0,185.0,152.0,133.0,971.0,0,0,0,0,45,ISP,MCO
9.0,1520,Florida,Colorado,1321.0,1440.0,"Orlando, FL","Denver, CO",,2024,10,8,2,2024-10-08,UA,1245,1309.0,24.0,12.0,8.0,1439,1448.0,0,0,234.0,219.0,199.0,1546.0,0,0,0,0,0,MCO,DEN
7.0,1589,Georgia,Florida,2332.0,51.0,"Atlanta, GA","Miami, FL",,2024,4,18,4,2024-04-18,DL,2300,2316.0,16.0,16.0,5.0,49,56.0,0,0,109.0,100.0,79.0,594.0,0,0,0,0,0,ATL,MIA
-6.0,2797,North Carolina,Pennsylvania,929.0,1046.0,"Charlotte, NC","Scranton/Wilkes-Barre, PA",,2024,11,16,6,2024-11-16,AA,916,909.0,-7.0,20.0,5.0,1057,1051.0,0,0,101.0,102.0,77.0,509.0,0,0,0,0,0,CLT,AVP
8.0,2534,New York,Maryland,1922.0,2021.0,"Buffalo, NY","Baltimore, MD",,2024,6,23,7,2024-06-23,WN,1910,1910.0,0.0,12.0,7.0,2020,2028.0,0,0,70.0,78.0,59.0,281.0,0,0,0,0,0,BUF,BWI
73.0,6342,Arizona,Arizona,1609.0,1643.0,"Flagstaff, AZ","Phoenix, AZ",,2024,12,1,7,2024-12-01,OO,1440,1541.0,61.0,28.0,6.0,1536,1649.0,0,0,56.0,68.0,34.0,119.0,61,0,12,0,0,FLG,PHX
-18.0,1305,Michigan,Florida,1854.0,2108.0,"Detroit, MI","Fort Myers, FL",,2024,11,16,6,2024-11-16,DL,1850,1842.0,-8.0,12.0,18.0,2144,2126.0,0,0,174.0,164.0,134.0,1084.0,0,0,0,0,0,DTW,RSW
-23.0,816,Georgia,Oregon,848.0,1021.0,"Atlanta, GA","Portland, OR",,2024,10,7,1,2024-10-07,DL,835,827.0,-8.0,21.0,5.0,1049,1026.0,0,0,314.0,299.0,273.0,2172.0,0,0,0,0,0,ATL,PDX
21.0,5704,Virginia,Massachusetts,2036.0,2144.0,"Washington, DC","Boston, MA",,2024,5,24,5,2024-05-24,YX,1950,1950.0,0.0,46.0,7.0,2130,2151.0,0,0,100.0,121.0,68.0,399.0,0,0,21,0,0,DCA,BOS
-23.0,4354,New York,Tennessee,1031.0,1207.0,"New York, NY","Memphis, TN",,2024,4,19,5,2024-04-19,YX,1025,1014.0,-11.0,17.0,5.0,1235,1212.0,0,0,190.0,178.0,156.0,963.0,0,0,0,0,0,LGA,MEM
-3.0,1380,Florida,Pennsylvania,1205.0,1430.0,"Fort Lauderdale, FL","Philadelphia, PA",,2024,9,19,4,2024-09-19,AA,1151,1146.0,-5.0,19.0,6.0,1439,1436.0,0,0,168.0,170.0,145.0,992.0,0,0,0,0,0,FLL,PHL
8.0,2266,Florida,Colorado,1643.0,1820.0,"Jacksonville, FL","Denver, CO",,2024,3,7,4,2024-03-07,UA,1618,1630.0,12.0,13.0,8.0,1820,1828.0,0,0,242.0,238.0,217.0,1447.0,0,0,0,0,0,JAX,DEN
16.0,452,Washington,Texas,4.0,547.0,"Seattle, WA","Houston, TX",,2024,6,10,1,2024-06-10,AS,2359,2348.0,-11.0,16.0,44.0,615,631.0,0,0,256.0,283.0,223.0,1874.0,0,0,16,0,0,SEA,IAH
120.0,326,Tennessee,South Dakota,1153.0,1334.0,"Nashville, TN","Sioux Falls, SD",,2024,2,12,1,2024-02-12,G4,930,1136.0,126.0,17.0,9.0,1143,1343.0,0,0,133.0,127.0,101.0,741.0,120,0,0,0,0,BNA,FSD
-13.0,5015,Nevada,California,750.0,833.0,"Las Vegas, NV","Long Beach, CA",,2024,6,20,4,2024-06-20,WN,740,735.0,-5.0,15.0,4.0,850,837.0,0,0,70.0,62.0,43.0,231.0,0,0,0,0,0,LAS,LGB
-7.0,60,Alaska,Washington,929.0,1157.0,"Ketchikan, AK","Seattle, WA",,2024,1,15,1,2024-01-15,AS,919,924.0,5.0,5.0,10.0,1214,1207.0,0,0,115.0,103.0,88.0,680.0,0,0,0,0,0,KTN,SEA
105.0,5116,South Carolina,North Carolina,730.0,753.0,"Columbia, SC","Charlotte, NC",,2024,6,27,4,2024-06-27,OH,518,705.0,107.0,25.0,18.0,626,811.0,0,0,68.0,66.0,23.0,88.0,105,0,0,0,0,CAE,CLT
5.0,2340,New Jersey,Georgia,2038.0,2227.0,"Newark, NJ","Atlanta, GA",,2024,2,22,4,2024-02-22,DL,1959,2022.0,23.0,16.0,7.0,2229,2234.0,0,0,150.0,132.0,109.0,746.0,0,0,0,0,0,EWR,ATL
25.0,2148,Virginia,Illinois,1849.0,1924.0,"Washington, DC","Chicago, IL",,2024,6,27,4,2024-06-27,UA,1800,1825.0,25.0,24.0,14.0,1913,1938.0,0,0,133.0,133.0,95.0,612.0,11,0,0,0,14,DCA,ORD
-15.0,5654,Idaho,Illinois,1300.0,1645.0,"Sun Valley/Hailey/Ketchum, ID","Chicago, IL",,2024,12,30,1,2024-12-30,OO,1238,1233.0,-5.0,27.0,18.0,1718,1703.0,0,0,220.0,210.0,165.0,1341.0,0,0,0,0,0,SUN,ORD
-12.0,3856,Idaho,Utah,640.0,711.0,"Pocatello, ID","Salt Lake City, UT",,2024,2,21,3,2024-02-21,OO,635,625.0,-10.0,15.0,7.0,730,718.0,0,0,55.0,53.0,31.0,150.0,0,0,0,0,0,PIH,SLC
-7.0,1528,Virginia,California,858.0,1038.0,"Washington, DC","Los Angeles, CA",,2024,9,28,6,2024-09-28,AA,820,823.0,3.0,35.0,6.0,1051,1044.0,0,0,331.0,321.0,280.0,2311.0,0,0,0,0,0,DCA,LAX
11.0,3359,Texas,Louisiana,2132.0,2227.0,"Dallas/Fort Worth, TX","Lafayette, LA",,2024,4,25,4,2024-04-25,MQ,2110,2108.0,-2.0,24.0,17.0,2233,2244.0,0,0,83.0,96.0,55.0,351.0,0,0,0,0,0,DFW,LFT
-3.0,1473,North Carolina,Ohio,1346.0,1441.0,"Charlotte, NC","Columbus, OH",,2024,5,12,7,2024-05-12,AA,1330,1327.0,-3.0,19.0,7.0,1451,1448.0,0,0,81.0,81.0,55.0,347.0,0,0,0,0,0,CLT,CMH
-1.0,5659,Massachusetts,Ohio,1004.0,1130.0,"Boston, MA","Cleveland, OH",,2024,2,6,2,2024-02-06,YX,925,919.0,-6.0,45.0,15.0,1146,1145.0,0,0,141.0,146.0,86.0,563.0,0,0,0,0,0,BOS,CLE
-17.0,1274,Pennsylvania,Virginia,1028.0,1110.0,"Pittsburgh, PA","Washington, DC",,2024,1,21,7,2024-01-21,UA,1025,1017.0,-8.0,11.0,7.0,1134,1117.0,0,0,69.0,60.0,42.0,182.0,0,0,0,0,0,PIT,IAD
-12.0,5227,New York,North Carolina,1318.0,1435.0,"New York, NY","Raleigh/Durham, NC",,2024,1,12,5,2024-01-12,9E,1300,1255.0,-5.0,23.0,7.0,1454,1442.0,0,0,114.0,107.0,77.0,427.0,0,0,0,0,0,JFK,RDU
-25.0,761,New York,Florida,1332.0,1557.0,"New York, NY","West Palm Beach/Palm Beach, FL",,2024,12,9,1,2024-12-09,B6,1320,1315.0,-5.0,17.0,3.0,1625,1600.0,0,0,185.0,165.0,145.0,1035.0,0,0,0,0,0,LGA,PBI
134.0,3401,California,California,2100.0,2205.0,"San Francisco, CA","San Diego, CA",,2024,12,29,7,2024-12-29,WN,1830,2051.0,141.0,9.0,9.0,2000,2214.0,0,0,90.0,83.0,65.0,447.0,5,0,0,0,129,SFO,SAN
-16.0,3094,Georgia,Florida,1340.0,1319.0,"Atlanta, GA","Panama City, FL",,2024,8,17,6,2024-08-17,DL,1332,1328.0,-4.0,12.0,4.0,1339,1323.0,0,0,67.0,55.0,39.0,240.0,0,0,0,0,0,ATL,ECP
-6.0,5194,South Carolina,North Carolina,1615.0,1642.0,"Columbia, SC","Charlotte, NC",,2024,8,26,1,2024-08-26,OH,1615,1601.0,-14.0,14.0,31.0,1719,1713.0,0,0,64.0,72.0,27.0,88.0,0,0,0,0,0,CAE,CLT
-26.0,2878,Alaska,Washington,715.0,1007.0,"Juneau, AK","Seattle, WA",,2024,8,9,5,2024-08-09,DL,712,706.0,-6.0,9.0,12.0,1045,1019.0,0,0,153.0,133.0,112.0,909.0,0,0,0,0,0,JNU,SEA
-20.0,4851,Iowa,Minnesota,1747.0,1829.0,"Des Moines, IA","Minneapolis, MN",,2024,12,30,1,2024-12-30,9E,1735,1728.0,-7.0,19.0,6.0,1855,1835.0,0,0,80.0,67.0,42.0,232.0,0,0,0,0,0,DSM,MSP
6.0,1796,New Jersey,Texas,1323.0,1546.0,"Newark, NJ","Dallas/Fort Worth, TX",,2024,12,30,1,2024-12-30,AA,1239,1304.0,25.0,19.0,9.0,1549,1555.0,0,0,250.0,231.0,203.0,1372.0,0,0,0,0,0,EWR,DFW
-3.0,3933,North Carolina,Florida,1348.0,1357.0,"Charlotte, NC","Panama City, FL",,2024,5,3,5,2024-05-03,MQ,1316,1316.0,0.0,32.0,4.0,1404,1401.0,0,0,108.0,105.0,69.0,437.0,0,0,0,0,0,CLT,ECP
